,Sample,Virus,ViralLoad,Province,Status,Race,LAT,LON,Commune,Mitesper100,TXPRE,TXWIN,TXPOST,Year
12_99,12_99,Cumulative,0.0,Oost. Vl.,WL,Buckfast + Carnica,3.719334,50.8793307,Zwalm,2.476340694,None,None,None,12
13_1,13_1,Cumulative,0.0,Limburg,Healthy,Carnica,5.449157219,51.10874,Peer,0.284697509,OA+Thymol,OA,OA,13
13_10,13_10,Cumulative,0.0,West.Vl.,Healthy,Unknown,3.463734552,50.844003,Anzegem,0,Thymol,OA,None,13
13_100,13_100,Cumulative,0.0,Oost. Vl.,Healthy,Carnica,3.8504738,51.029657,Laarne,0,OA+Thymol,Coumaphos,OA,13
13_101,13_101,Cumulative,17894.1,Oost. Vl.,Healthy,Carnica,3.8504738,51.029657,Laarne,0,OA+Thymol,Coumaphos,OA,13
13_102,13_102,Cumulative,16081.45,Oost. Vl.,WL,Carnica,3.8504738,51.029657,Laarne,0,OA+Thymol,Coumaphos,OA,13
13_103,13_103,Cumulative,55860000.0,Oost. Vl.,WL,Carnica,3.8504738,51.029657,Laarne,6.110260337,OA+Thymol,Coumaphos,OA,13
13_104,13_104,Cumulative,73520.23,Oost. Vl.,Healthy,Carnica,3.8504738,51.029657,Laarne,0.490162237,OA+Thymol,Coumaphos,OA,13
13_105,13_105,Cumulative,0.0,Vl.Br.,WL,Carnica,4.975432566,50.9689147,Scherpenheuvel-Zichem,2.219863533,OA,Thymol,None,13
13_106,13_106,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.975432566,50.9689147,Scherpenheuvel-Zichem,0.318532819,OA,Thymol,None,13
13_107,13_107,Cumulative,0.0,Vl.Br.,WL,Carnica,4.975432566,50.9689147,Scherpenheuvel-Zichem,2.151793161,OA,Thymol,None,13
13_108,13_108,Cumulative,103318.18000000001,Vl.Br.,Healthy,Carnica,4.975432566,50.9689147,Scherpenheuvel-Zichem,1.900326036,OA,Thymol,None,13
13_109,13_109,Cumulative,0.0,Oost. Vl.,Healthy,Carnica,4.0242373,50.8353611,Ninove,0,Thymol,OA,Thymol,13
13_11,13_11,Cumulative,0.0,West.Vl.,Healthy,Carnica,3.37894958,51.062755,Ruiselede,4.805393809,None,None,None,13
13_110,13_110,Cumulative,132963.95,Oost. Vl.,WL,Carnica,4.0242373,50.8353611,Ninove,0.3,Thymol,OA,Thymol,13
13_111,13_111,Cumulative,0.0,Antwerpen,Healthy,Carnica,5.193773076,51.171804,Balen,0.549189189,OA+Thymol,None,OA,13
13_112,13_112,Cumulative,0.0,Antwerpen,WL,Carnica,5.193773076,51.171804,Balen,2.261355356,OA+Thymol,None,OA,13
13_113,13_113,Cumulative,3591000000.0,West-Vl.,WL,Swarm,2.722259264,50.84362245,Poperinge,16.4870148,None,None,None,13
13_114,13_114,Cumulative,173600000.0,West-Vl.,WL,Swarm,2.722259264,50.84362245,Poperinge,6.605465414,None,None,None,13
13_115,13_115,Cumulative,20807.920000000002,West-Vl.,WL,Swarm,2.722259264,50.84362245,Poperinge,4.491032477,None,None,None,13
13_116,13_116,Cumulative,15930.599999999999,West-Vl.,Healthy,Carnica,2.891477451,50.851808,Ieper,0.307692308,OA,OA,None,13
13_117,13_117,Cumulative,0.0,West-Vl.,Healthy,Carnica,2.891477451,50.851808,Ieper,0,OA,OA,None,13
13_118,13_118,Cumulative,0.0,West-Vl.,Healthy,Carnica,2.891477451,50.851808,Ieper,1.55993118,OA,OA,None,13
13_119,13_119,Cumulative,0.0,Antwerpen,WL,Buckfast,4.670951732,51.1611887,Nijlen,0.85860575,OA,None,None,13
13_12,13_12,Cumulative,0.0,West.Vl.,WL,Carnica,3.37894958,51.062755,Ruiselede,2.331439103,None,None,None,13
13_120,13_120,Cumulative,200044.11000000002,Antwerpen,WL,Buckfast,4.670951732,51.1611887,Nijlen,1.753744976,OA,None,None,13
13_121,13_121,Cumulative,80621.23999999999,Antwerpen,WL,Buckfast,4.670951732,51.1611887,Nijlen,7.878787879,OA,None,None,13
13_122,13_122,Cumulative,91486.92,Antwerpen,Healthy,Carnica,5.0893974,51.0681628,Tessenderlo,0,OA,OA,None,13
13_123,13_123,Cumulative,45615.08,Antwerpen,Healthy,Carnica,5.0893974,51.0681628,Tessenderlo,0.314063369,OA,OA,None,13
13_124,13_124,Cumulative,0.0,Antwerpen,Healthy,Carnica,5.0893974,51.0681628,Tessenderlo,0.331910858,OA,OA,None,13
13_125,13_125,Cumulative,0.0,Antwerpen,WL,Carnica,4.242326005,51.0924649,Bornem,0.523047977,OA,None,None,13
13_126,13_126,Cumulative,44838.29,Antwerpen,WL,Carnica,4.242326005,51.0924649,Bornem,1.601750547,OA,None,None,13
13_127,13_127,Cumulative,86009.62999999999,Antwerpen,WL,Carnica,4.242326005,51.0924649,Bornem,0.490322581,OA,None,None,13
13_128,13_128,Cumulative,610078.6299999999,Antwerpen,Healthy,Carnica,4.597238179,51.3347679,Brecht,11.2,OA,None,OA,13
13_129,13_129,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.597238179,51.3347679,Brecht,4.246221895,OA,None,OA,13
13_13,13_13,Cumulative,0.0,Vl.Br.,WL,Carnica,4.629029113,50.81115135,Neerijse,1.479214486,OA,OA,OA,13
13_130,13_130,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.597238179,51.3347679,Brecht,0.661111111,OA,None,OA,13
13_131,13_131,Cumulative,0.0,West-Vl.,WL,Unknown,3.261718974,50.92196635,Ingelmunster,5.428466348,None,None,None,13
13_132,13_132,Cumulative,0.0,West-Vl.,WL,Unknown,3.261718974,50.92196635,Ingelmunster,4.605678233,None,None,None,13
13_133,13_133,Cumulative,31900.540000000005,West-Vl.,Healthy,Carnica,2.891477451,50.851808,Ieper,0,OA,OA,None,13
13_134,13_134,Cumulative,38624.53,West-Vl.,Healthy,Carnica,2.891477451,50.851808,Ieper,0,OA,OA,None,13
13_135,13_135,Cumulative,0.0,Vl.Br.,WL,Carnica,5.0283876,50.843352,Neerlinter,5.097345133,None,OA,None,13
13_136,13_136,Cumulative,0.0,Vl.Br.,WL,Carnica,5.0283876,50.843352,Neerlinter,1.334100058,None,OA,None,13
13_137,13_137,Cumulative,65967.85999999999,Vl.Br.,Healthy,Carnica,4.693130751,50.85172925,Heverlee,0.621052632,OA,OA,OA,13
13_138,13_138,Cumulative,465288.1099999999,Vl.Br.,Healthy,Carnica,4.693130751,50.85172925,Heverlee,5.581850824,OA,OA,OA,13
13_139,13_139,Cumulative,0.0,Vl.Br.,WL,Carnica,4.975432566,50.9689147,Scherpenheuvel-Zichem,10.16286645,OA,Thymol,None,13
13_14,13_14,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.629029113,50.81115135,Neerijse,0,OA,OA,OA,13
13_140,13_140,Cumulative,2410016.9800000004,Vl.Br.,WL,Carnica,4.975432566,50.9689147,Scherpenheuvel-Zichem,0.941644562,OA,Thymol,None,13
13_141,13_141,Cumulative,135800000.0,Antwerpen,WL,Carnica,4.901808003,51.0554081,Herselt,4.578034682,OA+Fluvalinate,None,None,13
13_142,13_142,Cumulative,0.0,West.Vl.,WL,Carnica,2.722259264,50.84362245,Poperinge,3.200449186,OA+Thymol,None,None,13
13_143,13_143,Cumulative,0.0,Vl.Br.,WL,Carnica,5.068392496,50.90566935,Kortenaken,0.470196224,Amitraz,OA,None,13
13_144,13_144,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.886378182,50.9242724,Tielt-Winge,12.20591661,None,Clorophenyl,None,13
13_145,13_145,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.886378182,50.9242724,Tielt-Winge,10.2524615,None,Clorophenyl,None,13
13_146,13_146,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.4980446,51.2516344,Schoten,0.321019108,OA+Amitraz,OA,Thymol,13
13_147,13_147,Cumulative,0.0,West.Vl.,Healthy,Carnica,3.124765,50.9444948,Roeselare,0,Thymol,OA,OA,13
13_148,13_148,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.6386824,50.9769286,Haacht,5.210263721,OA,OA,None,13
13_149,13_149,Cumulative,0.0,West.Vl.,Healthy,Unknown,3.463734552,50.844003,Anzegem,0.56812933,Thymol,OA,None,13
13_15,13_15,Cumulative,34080.34,West.Vl.,Healthy,Carnica,3.124765,50.9444948,Roeselare,0.587560248,OA,OA,OA,13
13_150,13_150,Cumulative,0.0,West.Vl.,Healthy,Unknown,3.463734552,50.844003,Anzegem,1.944714544,None,None,None,13
13_16,13_16,Cumulative,0.0,West.Vl.,WL,Carnica,3.124765,50.9444948,Roeselare,7.108433735,OA,OA,OA,13
13_17,13_17,Cumulative,0.0,Oost. Vl.,Healthy,Carnica,4.0242373,50.8353611,Ninove,5.631578947,OA,None,None,13
13_18,13_18,Cumulative,118641.18000000002,Oost. Vl.,WL,Carnica,4.0242373,50.8353611,Ninove,4.106292304,OA,None,None,13
13_19,13_19,Cumulative,14331.52,Oost. Vl.,Healthy,Buckfast,3.9775435,50.9660758,Lede,0.524849048,None,None,None,13
13_2,13_2,Cumulative,0.0,Limburg,WL,Carnica,5.449157219,51.10874,Peer,0.329520697,OA+Thymol,OA,OA,13
13_20,13_20,Cumulative,0.0,Oost. Vl.,WL,Buckfast,3.9775435,50.9660758,Lede,0,None,None,None,13
13_21,13_21,Cumulative,0.0,Oost. Vl.,WL,Carnica,3.756807666,51.23004155,Assenede,12.61686747,Thymol,None,Thymol,13
13_22,13_22,Cumulative,0.0,Oost. Vl.,Healthy,Carnica,3.756807666,51.23004155,Assenede,9.18931368,Thymol,None,Thymol,13
13_23,13_23,Cumulative,30542.75,West.Vl.,Healthy,Hybrid,2.891477451,50.851808,Ieper,0.199425384,OA,OA,None,13
13_24,13_24,Cumulative,10012.31,West.Vl.,WL,Hybrid,2.891477451,50.851808,Ieper,1.167664671,OA,OA,None,13
13_25,13_25,Cumulative,0.0,Limburg,Healthy,Queens,5.203424912,50.82694775,Sint-Truiden,7.53722795,OA+Amitraz,None,None,13
13_26,13_26,Cumulative,147295.05,Limburg,WL,Queens,5.203424912,50.82694775,Sint-Truiden,31.96695922,OA+Amitraz,None,None,13
13_27,13_27,Cumulative,137348.61,West.Vl.,WL,Carnica,3.124765,50.9444948,Roeselare,1.257171364,Thymol,OA,OA,13
13_28,13_28,Cumulative,2114063.21,West.Vl.,Healthy,Carnica,3.124765,50.9444948,Roeselare,0.968150179,Thymol,OA,OA,13
13_29,13_29,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.4980446,51.2516344,Schoten,0,OA+Amitraz,OA,Thymol,13
13_3,13_3,Cumulative,0.0,Vl.Br.,WL,Carnica,4.8245687,50.9841594,Aarschot,0.56160209,Thymol,OA+Thymol,None,13
13_30,13_30,Cumulative,0.0,Antwerpen,WL,Carnica,4.4980446,51.2516344,Schoten,0.608974359,OA+Amitraz,OA,Thymol,13
13_31,13_31,Cumulative,20360.76,Oost. Vl.,Healthy,Unknown,3.8574284,51.1701927,Wachtebeke,1.298543689,Thymol,None,None,13
13_32,13_32,Cumulative,0.0,Oost. Vl.,WL,Unknown,3.8574284,51.1701927,Wachtebeke,0.867093106,Thymol,None,None,13
13_33,13_33,Cumulative,0.0,Limburg,Healthy,Carnica,5.6513208,50.8892784,Lanaken,0.756748323,OA+Thymol,None,Thymol,13
13_34,13_34,Cumulative,0.0,Limburg,WL,Carnica,5.6513208,50.8892784,Lanaken,0,OA+Thymol,None,Thymol,13
13_35,13_35,Cumulative,63131.600000000006,Oost. Vl.,Healthy,Carnica,3.852132137,50.91972825,Sint-Lievens-Houtem,4.175468851,Thymol,OA,Thymol,13
13_36,13_36,Cumulative,11972.589999999997,Oost. Vl.,WL,Carnica,3.852132137,50.91972825,Sint-Lievens-Houtem,6.660059465,Thymol,OA,Thymol,13
13_37,13_37,Cumulative,37438.66,Oost. Vl.,Healthy,Carnica,4.1233014,51.2180687,Sint-Gillis-Waas,0.295320309,OA+Thymol,None,OA+Thymol,13
13_38,13_38,Cumulative,0.0,Oost. Vl.,WL,Carnica,4.1233014,51.2180687,Sint-Gillis-Waas,6.853902241,OA+Thymol,None,OA+Thymol,13
13_39,13_39,Cumulative,0.0,Limburg,Healthy,Buckfast,5.696445,50.9635024,Maasmechelen,0.782726046,OA+Fluvalinate,None,None,13
13_4,13_4,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.8245687,50.9841594,Aarschot,0,Thymol,OA+Thymol,None,13
13_40,13_40,Cumulative,0.0,Limburg,WL,Buckfast,5.696445,50.9635024,Maasmechelen,7.776777678,OA+Fluvalinate,None,None,13
13_41,13_41,Cumulative,0.0,West.Vl.,Healthy,Carnica,2.722259264,50.84362245,Poperinge,6.21014114,OA+Thymol,None,None,13
13_42,13_42,Cumulative,0.0,West.Vl.,WL,Carnica,2.722259264,50.84362245,Poperinge,13.77690802,OA+Thymol,None,None,13
13_43,13_43,Cumulative,0.0,Antwerpen,WL,Carnica,4.3997081,51.2211097,Antwerpen,1.662396812,OA+Thymol,OA,OA+Thymol,13
13_44,13_44,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.3997081,51.2211097,Antwerpen,0,OA+Thymol,OA,OA+Thymol,13
13_45,13_45,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.3997081,51.2211097,Antwerpen,3.050379572,OA+Thymol,OA,OA+Thymol,13
13_46,13_46,Cumulative,1532050.6599999997,Antwerpen,WL,Carnica,4.3997081,51.2211097,Antwerpen,0.532425941,OA+Thymol,OA,OA+Thymol,13
13_47,13_47,Cumulative,219100000.0,Oost. Vl.,Healthy,Hybrid,3.762778,50.7979739,Brakel,2.397969973,OA,OA,Thymol,13
13_48,13_48,Cumulative,0.0,Oost. Vl.,Healthy,Hybrid,3.762778,50.7979739,Brakel,0,OA,OA,Thymol,13
13_49,13_49,Cumulative,0.0,Oost. Vl.,WL,Hybrid,3.762778,50.7979739,Brakel,18.08890445,OA,OA,Thymol,13
13_5,13_5,Cumulative,0.0,Vl.Br.,WL,Unknown,4.2437819,51.0198436,Malderen,2.213899293,OA+Thymol,None,None,13
13_50,13_50,Cumulative,3061069.69,Oost. Vl.,WL,Hybrid,3.762778,50.7979739,Brakel,2.505307856,OA,OA,Thymol,13
13_51,13_51,Cumulative,0.0,Limburg,Healthy,Carnica,5.5001456,50.9654864,Genk,0.194115863,Thymol,None,None,13
13_52,13_52,Cumulative,41090000.0,Limburg,WL,Carnica,5.5001456,50.9654864,Genk,4.758465011,Thymol,None,None,13
13_53,13_53,Cumulative,0.0,Limburg,WL,Carnica,5.5001456,50.9654864,Genk,0,Thymol,None,None,13
13_54,13_54,Cumulative,84031.08,Limburg,Healthy,Carnica,5.5001456,50.9654864,Genk,0,Thymol,None,None,13
13_55,13_55,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.6386824,50.9769286,Haacht,2.049512021,OA,OA,None,13
13_56,13_56,Cumulative,550738.7200000001,Vl.Br.,WL,Carnica,4.6386824,50.9769286,Haacht,1.283311772,OA,OA,None,13
13_57,13_57,Cumulative,21189.420000000002,Vl.Br.,Healthy,Carnica,4.6386824,50.9769286,Haacht,1.6,OA,OA,None,13
13_58,13_58,Cumulative,256259.08000000002,Vl.Br.,WL,Carnica,4.6386824,50.9769286,Haacht,2.146389713,OA,OA,None,13
13_59,13_59,Cumulative,0.0,West.Vl.,WL,Unknown,3.090295389,51.1846386,Jabbeke,5.289595079,OA,None,None,13
13_6,13_6,Cumulative,0.0,Vl.Br.,Healthy,Unknown,4.2437819,51.0198436,Malderen,0.686419753,OA+Thymol,None,None,13
13_60,13_60,Cumulative,18095.559999999998,West.Vl.,Healthy,Unknown,3.090295389,51.1846386,Jabbeke,1.235849057,OA,None,None,13
13_61,13_61,Cumulative,16050.650000000001,West.Vl.,Healthy,Unknown,3.090295389,51.1846386,Jabbeke,0,OA,None,None,13
13_62,13_62,Cumulative,0.0,West.Vl.,WL,Unknown,3.090295389,51.1846386,Jabbeke,0.358476475,OA,None,None,13
13_63,13_63,Cumulative,56497.840000000004,Limburg,Healthy,Carnica,5.449157219,51.10874,Peer,1.216533584,OA,OA,None,13
13_64,13_64,Cumulative,0.0,Limburg,WL,Carnica,5.449157219,51.10874,Peer,5.532261822,OA,OA,None,13
13_65,13_65,Cumulative,0.0,Limburg,Healthy,Carnica,5.449157219,51.10874,Peer,0.325623859,OA,OA,None,13
13_66,13_66,Cumulative,10907.890000000001,Limburg,WL,Carnica,5.449157219,51.10874,Peer,0.853467211,OA,OA,None,13
13_67,13_67,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.886378182,50.9242724,Tielt-Winge,7.987912365,None,Clorophenyl,None,13
13_68,13_68,Cumulative,0.0,Vl.Br.,WL,Carnica,4.886378182,50.9242724,Tielt-Winge,3.893632593,None,Clorophenyl,None,13
13_69,13_69,Cumulative,0.0,Vl.Br.,WL,Carnica,4.886378182,50.9242724,Tielt-Winge,10.96014493,None,Clorophenyl,None,13
13_7,13_7,Cumulative,0.0,Antwerpen,WL,Carnica,4.967812,51.2407915,Kasterlee,2.829937998,OA,OA,Thymol,13
13_70,13_70,Cumulative,0.0,Vl.Br.,Healthy,Carnica,4.886378182,50.9242724,Tielt-Winge,5.094217024,None,Clorophenyl,None,13
13_71,13_71,Cumulative,0.0,Oost. Vl.,WL,Carnica,3.9911114,51.1042159,Lokeren,0,OA,None,None,13
13_72,13_72,Cumulative,0.0,Oost. Vl.,Healthy,Carnica,3.9911114,51.1042159,Lokeren,0,OA,None,None,13
13_73,13_73,Cumulative,0.0,Oost. Vl.,WL,Carnica,3.9911114,51.1042159,Lokeren,0.857580398,OA,None,None,13
13_74,13_74,Cumulative,94141.18000000001,Oost. Vl.,Healthy,Carnica,3.9911114,51.1042159,Lokeren,0,OA,None,None,13
13_75,13_75,Cumulative,0.0,Antwerpen,WL,Carnica,4.431231831,51.332759,Kapellen,9.363538296,None,None,None,13
13_76,13_76,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.431231831,51.332759,Kapellen,0.725635593,None,None,None,13
13_77,13_77,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.431231831,51.332759,Kapellen,2.374670185,None,None,None,13
13_78,13_78,Cumulative,0.0,Antwerpen,WL,Carnica,4.431231831,51.332759,Kapellen,0,None,None,None,13
13_79,13_79,Cumulative,27625.85,Antwerpen,Healthy,Carnica,4.6595103,51.2147918,Zandhoven,3.750288484,OA,OA,None,13
13_8,13_8,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.967812,51.2407915,Kasterlee,0.609625668,OA,OA,Thymol,13
13_80,13_80,Cumulative,0.0,Antwerpen,WL,Carnica,4.6595103,51.2147918,Zandhoven,0.635662538,OA,OA,None,13
13_81,13_81,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.6595103,51.2147918,Zandhoven,20.63157895,OA,OA,None,13
13_82,13_82,Cumulative,0.0,Antwerpen,WL,Carnica,4.6595103,51.2147918,Zandhoven,2.790217017,OA,OA,None,13
13_83,13_83,Cumulative,0.0,Antwerpen,WL,Carnica,4.901808003,51.0554081,Herselt,2.239338183,OA+Fluvalinate,None,None,13
13_84,13_84,Cumulative,44601.340000000004,Antwerpen,Healthy,Carnica,4.901808003,51.0554081,Herselt,3.683700319,OA+Fluvalinate,None,None,13
13_85,13_85,Cumulative,19448.309999999998,Antwerpen,Healthy,Carnica,4.901808003,51.0554081,Herselt,0.296766271,OA+Fluvalinate,None,None,13
13_86,13_86,Cumulative,15854.580000000002,Antwerpen,WL,Carnica,4.901808003,51.0554081,Herselt,7.011214953,OA+Fluvalinate,None,None,13
13_87,13_87,Cumulative,0.0,Antwerpen,WL,Carnica,4.670951732,51.1611887,Nijlen,0,Amitraz,OA,None,13
13_88,13_88,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.670951732,51.1611887,Nijlen,0,Amitraz,OA,None,13
13_89,13_89,Cumulative,0.0,Antwerpen,WL,Carnica,4.670951732,51.1611887,Nijlen,0,Amitraz,OA,None,13
13_9,13_9,Cumulative,0.0,West.Vl.,WL,Unknown,3.463734552,50.844003,Anzegem,7.147685029,Thymol,OA,None,13
13_90,13_90,Cumulative,49070000.0,Antwerpen,WL,Carnica,4.670951732,51.1611887,Nijlen,0,Amitraz,OA,None,13
13_91,13_91,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.670951732,51.1611887,Nijlen,0,Amitraz,OA,None,13
13_92,13_92,Cumulative,31775.449999999997,Antwerpen,Healthy,Carnica,4.670951732,51.1611887,Nijlen,0,Amitraz,OA,None,13
13_93,13_93,Cumulative,0.0,Antwerpen,Healthy,Carnica,4.242326005,51.0924649,Bornem,0.284823285,Thymol,None,None,13
13_94,13_94,Cumulative,0.0,Antwerpen,WL,Carnica,4.242326005,51.0924649,Bornem,3.530503979,Thymol,None,None,13
13_95,13_95,Cumulative,57173.48,Antwerpen,Healthy,Carnica,4.242326005,51.0924649,Bornem,0.852526641,Thymol,None,None,13
13_96,13_96,Cumulative,177100000.0,Antwerpen,Healthy,Carnica,4.242326005,51.0924649,Bornem,5.880260818,Thymol,None,None,13
13_97,13_97,Cumulative,0.0,Antwerpen,WL,Carnica,4.242326005,51.0924649,Bornem,11.86477644,Thymol,None,None,13
13_98,13_98,Cumulative,0.0,Antwerpen,WL,Carnica,4.242326005,51.0924649,Bornem,3.727506427,Thymol,None,None,13
13_99,13_99,Cumulative,0.0,Oost. Vl.,WL,Carnica,3.8504738,51.029657,Laarne,0.513833992,OA+Thymol,Coumaphos,OA,13
